,GDP,Price,Quantity
1993,293.17311539,1.98078172689,152355.0
1994,236.045288866,1.79666975769,248030.0
1995,212.906785291,1.66609828559,421079.0
1996,178.067429752,1.38268705481,569285.0
1997,155.266234403,1.19070575429,263647.0
1998,219.54787538,0.984057702757,167479.0
1999,178.281838467,0.934663135947,305509.0
2000,139.109141559,0.279872648184,152648.0
2001,171.842197363,0.566427436958,588695.0
2002,190.676342117,0.184354267764,1237053.0
2003,238.01203756,0.146927774981,15253440.0
2004,311.550244656,0.120723342842,2071770.0
2005,339.764442809,0.127388364894,2208781.0
2006,406.963419462,0.148789952115,3204336.0
2007,523.060651748,0.0971868182817,4330968.0
2008,709.43744223,0.0866963224514,9626902.0
2009,668.620546074,0.119039910956,4265771.0
2010,739.732191804,0.120231313992,3833577.0
2011,834.658656597,0.11137876435,4201124.0
2012,953.060222587,0.114955435336,4210623.0
