,GDP,Price,Quantity
1992,2278.08337377,1.46784427094,765509.0
1993,2063.78725442,1.18442542985,840524.0
1994,2264.65580976,1.18321405216,1093355.0
1995,2383.30379194,1.16944560233,1089146.0
1996,2313.53711403,0.913397397774,1678102.0
1997,2333.76291113,1.09762523131,1419633.0
1998,2114.43798566,0.859164286231,1576042.0
1999,2056.35861517,0.484836341666,2590305.0
2000,2059.40061,0.35502939562,4355921.0
2001,1836.49596653,0.335077545632,3713233.0
2002,1716.40257971,0.219056373385,2931880.0
2003,2488.99051229,0.220835843419,8678324.0
2004,3297.95861359,0.145848542156,8081932.0
2005,3582.27602005,0.100968509848,7510094.0
2006,3886.44792338,0.165514196265,6133057.0
2007,4246.67837271,0.14598716138,7954905.0
2008,4023.68962313,0.15700131962,5296223.0
2009,4070.03274491,0.17017031592,4594638.0
2010,5113.16485186,0.16501271229,4201446.0
2011,5614.9259099,0.137472777488,3718889.0
2012,5930.52494616,0.254453243888,2034472.0
