,GDP,Price,Quantity
1992,9.68932409364,0.391213097815,17.6715869327
1993,9.81478605961,0.321265237798,17.8556804857
1994,9.97943602184,0.175187178699,18.1060447908
1995,10.1241204798,0.0740976749132,18.4231705219
1996,10.1758891333,-0.163626089885,18.8173155797
1997,10.1806122638,-0.586003672117,19.1271463048
1998,9.99076950524,-0.584231527723,18.9418500469
1999,9.98949921767,-0.545990521527,18.605540136
2000,10.0771482252,-0.662869237116,18.5663037895
2001,9.97937717914,-0.817909224221,18.639615812
2002,9.99955710895,-0.593336150158,18.5066737993
2003,10.0678997953,-0.734319053867,18.6481858498
2004,10.218465256,-0.960971539586,18.7989067945
2005,10.3045976166,-1.39209767529,18.7302079006
2006,10.4216528152,-1.68106931508,18.7439837167
2007,10.5770320995,-2.15215399675,19.0300399613
2008,10.5896633625,-2.58037896502,19.6553510136
2009,10.5604104638,-2.47072675351,19.2839951322
2010,10.7487051456,-2.70366004247,19.1219273207
2011,10.8756016538,-2.91153288206,19.3573910931
2012,10.8968745691,-3.0696159073,19.5855470346
