,GDP,Price,Quantity
1992,10.9200152031,0.132842116308,12.8476027951
1993,10.9311851997,0.0646480412254,12.9787608695
1994,11.0688258735,0.0602081882045,12.999886091
1995,11.2745009247,0.269547460377,12.6870965776
1996,11.2902025286,0.76846451223,12.1456217586
1997,11.1895750279,1.99356156727,10.8704713987
1998,11.2508429594,-1.17253357282,12.7639097096
1999,11.3087381991,-2.04676211574,12.4471386263
2000,11.226014897,-2.55059090071,12.7161349781
2001,11.2177172315,-1.47320837287,11.9205016765
2002,11.2834559108,-3.60708659374,15.1721489971
2003,11.4069507813,-2.73539699225,15.7993618931
2004,11.5157880385,-1.52799632382,15.9711289213
2005,11.5646327666,-0.753981665153,15.591019703
2006,11.6428471941,-0.427664908372,16.9266171463
2007,11.7779673649,-0.505431634351,16.6660765872
2008,11.8388909684,-0.919562142011,16.9416426948
2009,11.8101918083,-0.824285798277,17.1061149808
2010,11.8597604278,-1.30972899891,15.8502613028
2011,12.0267769714,-0.883187089701,15.8928634199
2012,11.9765133103,-0.375905101568,14.8670015391
