,GDP,Price,Quantity
1992,10.0052508164,0.0266055319342,18.3453431192
1993,9.97200575442,0.0230478959873,18.4910262282
1994,10.0358308113,-0.150133875267,18.6865000253
1995,10.2073610756,-0.245404542589,18.9130813162
1996,10.2003840981,-0.55966820332,19.1485334451
1997,10.1170211435,-0.684873489335,19.2213834504
1998,10.1516989772,-0.922662279103,19.4248657273
1999,10.1666836883,-0.826302731248,19.5461623282
2000,10.0932700161,-0.754258335609,19.281768422
2001,10.1253830221,-0.967491161783,19.4625112725
2002,10.207680327,-1.57012084281,19.8180529708
2003,10.4096229119,-1.49197289098,20.0203266427
2004,10.5309871404,-2.11449682018,20.0061724571
2005,10.5744476879,-2.219635405,19.8665248482
2006,10.6324588521,-2.01783488456,19.7546433032
2007,10.7741705627,-2.72774120517,19.8701107974
2008,10.8771232939,-2.8933800117,20.3852842246
2009,10.7825722962,-2.62019301863,19.9079376641
2010,10.7530689567,-2.75193449601,19.7212074725
2011,10.8175013845,-2.93994666528,19.786057433
2012,10.7355379848,-2.80244490908,19.4427577133
