,GDP,Price,Quantity
1992,9.93753732445,-0.937077126286,21.5239618557
1993,9.90030133516,-0.886945324699,21.6370632964
1994,9.89271367417,-1.03315957393,21.7483302584
1995,9.92861924366,-1.07533770478,21.8383838627
1996,9.95842239123,-1.22243652407,21.9655110903
1997,9.98549585043,-1.18148114815,22.0898895757
1998,9.94631944469,-1.17268009775,22.0740786137
1999,10.0037673626,-1.27109004229,22.1800544043
2000,10.087139524,-1.33139518104,22.2542635745
2001,10.0678890866,-1.67486619189,22.3155859946
2002,10.0856014347,-1.65313419661,22.3023041061
2003,10.2408881443,-1.83482774723,22.4268672586
2004,10.3681495206,-1.93153610377,22.4189888347
2005,10.4920884044,-2.52822436672,22.9128215842
2006,10.6027374013,-2.57145373707,22.9929618981
2007,10.6993833104,-2.56211804529,22.8611486448
2008,10.7450267731,-2.7877136023,22.972533869
2009,10.6155575985,-2.9091525134,22.8330741288
2010,10.7677551643,-3.66535431389,22.8083867157
2011,10.8549633065,-3.79800884984,22.8114127375
2012,10.8668372963,-3.67396428672,22.9422100939
