,GDP,Price,Quantity
1992,1080.48464764,1.19353712103,99883195.0
1993,1239.52132824,1.23781897485,106981123.0
1994,1424.08700077,1.19858186339,120759593.0
1995,1652.83203083,1.23033075817,135658508.0
1996,1776.46704267,1.17083183529,141347899.0
1997,1901.66869733,1.08253452133,155245851.0
1998,2037.04212608,0.813722568856,197898005.0
1999,2102.39527028,0.69171517993,235492127.0
2000,2204.15406205,0.604424717404,298097546.0
2001,2307.77109047,0.317626980603,331599582.0
2002,2381.15289696,0.278848237557,669294232.0
2003,2495.56918588,0.127599516205,1016669850.0
2004,2611.16107193,0.107020971787,1550956268.0
2005,2814.93504034,0.0935013759063,1510980118.0
2006,3042.74842816,0.0860546637958,1446730305.0
2007,3283.53055846,0.080821501774,1257759962.0
2008,3483.70941985,0.103207762438,959600176.0
2009,3341.32020072,0.147208442933,708323904.0
2010,3444.45614845,0.139771501088,411062438.0
2011,3698.54618795,0.127489659087,450762418.0
2012,3781.50072871,0.143347152962,480676676.0
