,GDP,Price,Quantity
1993,6.3919594452,0.740367649034,13.6166168383
1994,6.35687718611,0.602771311519,14.1634178784
1995,6.37320381025,0.213137171632,14.7669865639
1996,6.39792608833,0.108854990356,15.1482815083
1997,6.43455077619,-0.00181143935392,15.2085235485
1998,6.43489338131,-0.116383596636,15.8175960505
1999,6.55461799028,-0.141809558385,15.9836414327
2000,6.32475519924,-0.791621784354,15.8668428351
2001,6.12403436012,-1.41169781255,16.3890054519
2002,5.94894710506,-1.90096285942,17.3482485854
2003,5.98174236191,-2.2437520792,18.2310155485
2004,6.14229519374,-2.48305542649,18.5343850105
2005,6.30404076706,-2.77668274091,18.6213731192
2006,6.4660831588,-2.61853666708,18.6454299894
2007,6.72191677803,-2.73384042047,18.9218743625
2008,6.93061171034,-2.77605565494,19.0643325497
2009,7.07483405223,-2.79147839539,18.8500757088
2010,7.22772214871,-2.81883341753,18.716887825
2011,7.34266770916,-2.9577626044,18.78584881
2012,7.44951906173,-2.77354877514,18.728888998
