,GDP,Price,Quantity
1993,7.98251988613,0.664637544845,17.6351807243
1994,7.88738017771,0.598970979296,17.9690404008
1995,7.88981357266,0.45273619995,18.1778121263
1996,7.88001251089,0.251257593178,18.4200522265
1997,7.91482062628,0.135656446981,18.6470794953
1998,7.51471574819,-0.371376909913,18.8675371629
1999,7.19349645692,-0.479160822448,19.0820672519
2000,7.47962867421,-0.835238171728,19.0280057202
2001,7.64986250189,-1.31673257804,18.9620581913
2002,7.77207594578,-1.43493916944,18.8180248189
2003,7.99791114535,-1.43239032324,19.464634035
2004,8.32102859268,-2.06013942041,19.704088463
2005,8.58268353577,-2.30938127457,19.6674895817
2006,8.84613746813,-2.5062249743,19.6825908042
2007,9.12101215772,-2.61364632099,19.6892010959
2008,9.36731667922,-2.63728406521,19.8622574517
2009,9.06133831046,-2.64558355366,19.437457004
2010,9.27891162855,-2.67851519992,19.0543207622
2011,9.49734380221,-2.95714935472,19.3386053124
2012,9.55326665887,-2.733937345,19.1235215838
